name,total_population,total_households,average_household_income,average_house_age,total_rooms,total_bedrooms,median_house_value,longitude,latitude,ocean_proximity
Orange County,2732,864,139288.19,15.2,5102,864,795100,-117.612,33.6565,<1H OCEAN
Orange County,1228,444,129200.45,11.3,3021,444,828900,-117.6269,33.6649,<1H OCEAN
Orange County,797,308,134724.03,20.9,1369,308,432100,-117.5972,33.6494,<1H OCEAN
Orange County,1915,660,109651.52,21.2,3527,660,613400,-117.5807,33.6546,<1H OCEAN
Orange County,2197,720,136104.17,19.7,4551,720,642100,-117.5942,33.6499,<1H OCEAN
Orange County,745,283,126439.93,18.3,1461,339,648200,-117.5962,33.6451,<1H OCEAN
Orange County,1104,512,93261.72,18.7,2609,512,461200,-117.5851,33.6518,<1H OCEAN
Orange County,1487,661,91993.19,20.1,2789,661,391200,-117.5909,33.6481,<1H OCEAN
Orange County,1085,456,71184.21,19.6,1780,478,318300,-117.5885,33.6483,<1H OCEAN
Orange County,3129,1030,163398.06,15.9,9237,1030,912100,-117.6194,33.6177,<1H OCEAN
Orange County,1642,604,118915.56,17.4,3925,604,622300,-117.6196,33.6157,<1H OCEAN
Orange County,2215,833,128166.27,17.5,3869,833,429600,-117.6161,33.6173,<1H OCEAN
Orange County,1620,567,85753.97,16.1,3637,704,575200,-117.631,33.5931,<1H OCEAN
Orange County,2600,1252,81242.01,15.5,4979,1267,613300,-117.5937,33.6411,<1H OCEAN
Orange County,677,312,78044.87,18.3,1295,312,434800,-117.5888,33.6406,<1H OCEAN
Orange County,628,304,72006.58,20.3,1226,304,373500,-117.5834,33.6476,<1H OCEAN
Orange County,537,222,125900.9,19.3,1364,248,786500,-117.5853,33.639,<1H OCEAN
Orange County,1203,409,143343.52,20.6,2321,409,629000,-117.5861,33.6454,<1H OCEAN
Orange County,3236,1020,136666.67,11.5,6228,1020,898700,-117.6373,33.5627,<1H OCEAN
Orange County,3938,1299,139686.3,13.2,8973,1299,1001800,-117.6412,33.5722,<1H OCEAN
Orange County,750,243,127520.58,12.6,1363,243,568600,-117.6475,33.5606,NEAR OCEAN
Orange County,3217,980,172469.39,10,8876,988,1312500,-117.6383,33.5351,NEAR OCEAN
Orange County,2516,788,136237.31,12.1,5077,788,619800,-117.6449,33.5439,NEAR OCEAN
Orange County,1233,319,173393.42,11,2356,319,1069700,-117.6501,33.5461,NEAR OCEAN
Orange County,2510,715,160681.82,12.8,5181,720,871500,-117.6445,33.5517,NEAR OCEAN
Orange County,1899,518,158581.08,11,3917,518,826900,-117.6347,33.5468,NEAR OCEAN
Orange County,1243,371,144764.15,12.1,2366,371,981300,-117.6418,33.5583,<1H OCEAN
Orange County,2000,634,110796.53,11.5,3754,634,690400,-117.6333,33.5562,<1H OCEAN
Orange County,1314,437,135326.09,11.2,3002,514,687900,-117.6372,33.5544,<1H OCEAN
Orange County,901,312,149951.92,23.4,2586,312,1298200,-117.6604,33.5283,NEAR OCEAN
Orange County,2781,946,127700.85,4.6,6408,1076,779900,-117.6302,33.5258,NEAR OCEAN
Orange County,1673,524,152375.95,21.3,5430,608,1610300,-117.6478,33.5164,NEAR OCEAN
Orange County,732,327,143035.17,16.6,2540,335,1278700,-117.6578,33.5175,NEAR OCEAN
Orange County,1598,526,165912.55,10.7,4102,526,863500,-117.6048,33.4737,NEAR OCEAN
Orange County,2295,652,152124.23,10.2,5937,717,1262500,-117.5907,33.4814,NEAR OCEAN
Orange County,2426,933,129766.88,12.2,6005,933,728500,-117.5902,33.4603,NEAR OCEAN
Orange County,2969,725,165472.41,10.9,6934,725,1124200,-117.5868,33.4713,NEAR OCEAN
Orange County,2557,824,133349.51,11.3,6163,1004,917500,-117.5801,33.4662,NEAR OCEAN
Orange County,1298,409,164786.06,21.2,3549,462,926500,-117.6355,33.5127,NEAR OCEAN
Orange County,569,230,137673.91,15.5,1724,230,1195200,-117.6296,33.5067,NEAR OCEAN
Orange County,1229,329,142758.36,14.8,2205,329,658900,-117.6062,33.6237,<1H OCEAN
Orange County,896,292,139845.89,14.7,1489,292,549300,-117.6146,33.6005,<1H OCEAN
Orange County,1811,565,159349.56,15.1,4535,595,863100,-117.6224,33.5925,<1H OCEAN
Orange County,1658,507,166809.66,15,3749,507,830100,-117.6123,33.5788,<1H OCEAN
Orange County,1348,445,180983.15,3.5,2824,458,883600,-117.5991,33.5404,<1H OCEAN
Orange County,1541,609,89922,9.6,2492,636,613500,-117.6207,33.5504,<1H OCEAN
Orange County,1054,335,137604.48,3.8,1619,335,626500,-117.5974,33.5355,<1H OCEAN
Orange County,1196,491,159159.88,4.4,3180,491,1014400,-117.6032,33.5375,<1H OCEAN
Orange County,251,72,143402.78,3.5,382,72,812500,-117.6003,33.5499,<1H OCEAN
Orange County,813,301,104460.13,29.6,1950,308,996700,-117.6416,33.4469,NEAR OCEAN
Orange County,1139,489,137765.85,20.3,4532,786,905400,-117.6362,33.4399,NEAR OCEAN
Orange County,1344,447,95576.06,30,2193,486,882100,-117.623,33.4332,NEAR OCEAN
Orange County,2086,895,72946.93,30.6,4113,1014,872100,-117.6254,33.4304,NEAR OCEAN
Orange County,2045,944,87176.91,26.6,5591,1183,1000000,-117.6255,33.4289,NEAR OCEAN
Orange County,930,405,82944.44,31,1520,459,666700,-117.6175,33.4262,NEAR OCEAN
Orange County,1117,539,76804.27,20.1,2429,599,487500,-117.6037,33.4484,NEAR OCEAN
Orange County,917,426,121619.72,19.2,3084,463,924500,-117.5982,33.4421,NEAR OCEAN
Orange County,1242,505,98024.75,19.7,2424,643,632100,-117.5977,33.4402,NEAR OCEAN
Orange County,1385,472,128252.12,18.7,3213,472,918500,-117.5982,33.4437,NEAR OCEAN
Orange County,826,432,114027.78,20.5,2831,432,916400,-117.632,33.4554,NEAR OCEAN
Orange County,1161,550,125936.36,21.5,4329,613,907800,-117.6387,33.4595,NEAR OCEAN
Orange County,646,229,116102.62,19.5,1549,229,868700,-117.6327,33.465,NEAR OCEAN
Orange County,1979,558,150734.77,17.7,3924,558,848800,-117.6275,33.4704,NEAR OCEAN
Orange County,1066,333,172469.97,18,2995,333,1141600,-117.6181,33.4812,NEAR OCEAN
Orange County,2748,1071,135894.02,19.4,8242,1099,921600,-117.6152,33.4512,NEAR OCEAN
Orange County,2283,734,110544.96,15.4,4583,734,1081900,-117.6262,33.4526,NEAR OCEAN
Orange County,2887,635,158838.58,11.5,5265,635,968500,-117.6186,33.4663,NEAR OCEAN
Orange County,1067,422,128732.23,27.4,3000,452,963000,-117.6099,33.4366,NEAR OCEAN
Orange County,1084,431,109588.17,28.4,3573,517,1023900,-117.6028,33.4245,NEAR OCEAN
Orange County,1304,541,99847.5,25.5,2930,570,765600,-117.6041,33.4219,NEAR OCEAN
Orange County,1004,442,118846.15,25.9,3382,474,1085900,-117.6107,33.4329,NEAR OCEAN
Orange County,1890,663,95788.08,27,3804,749,888400,-117.5963,33.4081,NEAR OCEAN
Orange County,963,467,91579.23,27.2,2756,553,663900,-117.5952,33.4129,NEAR OCEAN
Orange County,841,339,144166.67,22.4,2505,358,1129400,-117.594,33.4255,NEAR OCEAN
Orange County,1272,495,98974.75,22.5,3645,555,1715300,-117.5998,33.4003,NEAR OCEAN
Orange County,2273,868,112707.37,30.6,4695,986,1055800,-117.6106,33.4212,NEAR OCEAN
Orange County,1045,362,152500,30.7,2189,362,1148400,-117.6047,33.4134,NEAR OCEAN
Orange County,1265,490,171346.94,33,3099,501,1977600,-117.6117,33.4156,NEAR OCEAN
Orange County,2007,802,96920.2,28.5,5296,1069,1387800,-117.612,33.4152,NEAR OCEAN
Orange County,882,484,63223.14,20.4,2723,574,186100,-117.673,33.4763,NEAR OCEAN
Orange County,692,255,142598.04,26.8,1743,293,812500,-117.6735,33.4613,NEAR OCEAN
Orange County,1367,531,104383.24,27,3218,606,813900,-117.6717,33.4639,NEAR OCEAN
Orange County,1081,381,106686.35,29.1,2635,501,1102900,-117.6623,33.459,NEAR OCEAN
Orange County,992,497,116664.99,27.4,5232,853,725000,-117.6575,33.4513,NEAR OCEAN
Orange County,1670,587,154936.12,24.4,4584,587,1015800,-117.6569,33.4726,NEAR OCEAN
Orange County,856,593,91327.99,24.6,3144,630,609100,-117.6537,33.4939,NEAR OCEAN
Orange County,901,417,82739.81,19.4,2327,417,654000,-117.6513,33.4908,NEAR OCEAN
Orange County,960,356,126924.16,14.4,3931,580,1447800,-117.6658,33.4773,NEAR OCEAN
Orange County,3524,1044,130694.44,17.8,9099,1113,1225300,-117.6305,33.4948,NEAR OCEAN
Orange County,1402,534,156610.49,13,4255,534,901900,-117.6487,33.4854,NEAR OCEAN
Orange County,1361,507,112460.55,20,2936,507,790700,-117.6338,33.4724,NEAR OCEAN
Orange County,861,286,178846.15,17.2,2618,365,887600,-117.6411,33.4766,NEAR OCEAN
Orange County,3062,1026,116013.65,22.3,7383,1127,1112100,-117.6515,33.4627,NEAR OCEAN
Orange County,933,393,138543.26,29.4,2640,434,834200,-117.6626,33.4643,NEAR OCEAN
Orange County,1353,789,73285.8,21.3,3633,815,665700,-117.3198,33.9582,INLAND
Orange County,2395,993,109071,23.1,6044,1002,693200,-117.3404,33.9583,INLAND
Orange County,1106,487,135580.08,33.8,3529,658,1870000,-117.7445,33.5034,NEAR OCEAN
Orange County,1267,486,166553.5,30,5205,711,2000001,-117.7359,33.4921,NEAR OCEAN
Orange County,1131,379,152500,27,3365,457,2000001,-117.7388,33.5021,NEAR OCEAN
Orange County,2494,665,135966.17,29,4416,676,754600,-117.6915,33.5975,<1H OCEAN
Orange County,883,332,130948.8,24.5,2626,332,840900,-117.6961,33.6031,<1H OCEAN
Orange County,1440,415,115427.71,27.5,2993,440,696000,-117.6828,33.5973,<1H OCEAN
Orange County,940,345,116659.42,24.8,1753,395,613000,-117.7001,33.5987,<1H OCEAN
Orange County,1209,363,118395.32,25.9,2323,400,861100,-117.6979,33.5964,<1H OCEAN
Orange County,997,325,133300,24.1,3043,384,1472200,-117.6762,33.5064,NEAR OCEAN
Orange County,1622,670,141731.34,20.9,4818,670,1174800,-117.6887,33.4704,NEAR OCEAN
Orange County,1053,452,123019.91,26.1,3563,524,741900,-117.6826,33.4937,NEAR OCEAN
Orange County,2864,1077,110958.68,27.1,7719,1108,926100,-117.689,33.4823,NEAR OCEAN
Orange County,1912,692,100975.43,28.3,3779,759,506300,-117.6668,33.5157,NEAR OCEAN
Orange County,1931,710,101338.03,21.8,4179,753,829400,-117.6569,33.5013,NEAR OCEAN
Orange County,2841,521,99246.64,23.8,2206,521,417900,-117.6688,33.5123,NEAR OCEAN
Orange County,2053,435,61017.24,26.6,2314,467,381100,-117.6674,33.5081,NEAR OCEAN
Orange County,822,456,90701.75,24,3570,652,1096600,-117.6973,33.4617,NEAR OCEAN
Orange County,960,503,86953.28,27.2,2362,535,827200,-117.7034,33.4716,NEAR OCEAN
Orange County,1426,571,66703.15,27.8,2311,571,686400,-117.7024,33.4691,NEAR OCEAN
Orange County,935,453,101341.06,25.3,3024,527,899500,-117.6915,33.469,NEAR OCEAN
Orange County,1877,768,92526.04,25.9,3413,856,644900,-117.6963,33.47,NEAR OCEAN
Orange County,1200,442,84988.69,19.1,2453,442,484300,-117.6785,33.5522,NEAR OCEAN
Orange County,1466,552,145461.96,20.2,3929,552,855800,-117.6805,33.541,NEAR OCEAN
Orange County,697,272,134356.62,20,2170,307,648100,-117.6827,33.5203,NEAR OCEAN
Orange County,1347,538,119628.25,23.3,3973,538,858200,-117.6857,33.5461,NEAR OCEAN
Orange County,1224,592,76503.38,20.8,2667,639,384500,-117.6783,33.5282,NEAR OCEAN
Orange County,756,281,108104.98,23.2,2285,453,814700,-117.7141,33.5194,NEAR OCEAN
Orange County,780,267,142593.63,24.2,1973,267,1252200,-117.7102,33.5157,NEAR OCEAN
Orange County,1745,760,134848.68,21.7,5295,810,1037500,-117.7156,33.5035,NEAR OCEAN
Orange County,2818,814,131253.07,22.6,6215,814,976500,-117.7109,33.5394,NEAR OCEAN
Orange County,961,356,124775.28,17.9,2321,377,733600,-117.7043,33.5362,NEAR OCEAN
Orange County,2224,1073,88688.26,21.5,4899,1073,485600,-117.7087,33.5831,NEAR OCEAN
Orange County,433,249,66395.58,25.2,1023,249,339100,-117.7044,33.5728,NEAR OCEAN
Orange County,1740,619,88840.87,20,3334,691,534400,-117.7091,33.5777,NEAR OCEAN
Orange County,1962,770,109240.26,19.7,3151,770,389000,-117.7145,33.5639,NEAR OCEAN
Orange County,692,366,128469.95,28.3,2526,366,1279800,-117.7083,33.469,NEAR OCEAN
Orange County,1587,739,111410.69,21.5,5095,1033,1535400,-117.7167,33.4848,NEAR OCEAN
Orange County,1077,400,156187.5,18.5,5761,908,2000001,-117.7169,33.4703,NEAR OCEAN
Orange County,1527,685,139507.3,23.3,5024,807,1362800,-117.7096,33.476,NEAR OCEAN
Orange County,989,439,165802.96,27.4,3419,439,2000001,-117.7296,33.4948,NEAR OCEAN
Orange County,1144,594,136574.07,17.9,4297,642,1819200,-117.7336,33.5058,NEAR OCEAN
Orange County,1305,678,107404.13,26.8,3935,751,991700,-117.7249,33.506,NEAR OCEAN
Orange County,1874,853,149235.05,19.5,6360,885,964500,-117.7342,33.5245,NEAR OCEAN
Orange County,1615,804,112257.46,21.5,4654,847,672600,-117.7212,33.5192,NEAR OCEAN
Orange County,1593,580,114491.38,23.1,3294,629,716700,-117.7204,33.5288,NEAR OCEAN
Orange County,2971,1125,134517.78,20.4,7963,1166,883500,-117.7191,33.5402,NEAR OCEAN
Orange County,904,248,131713.71,24,2072,248,872800,-117.6915,33.5919,<1H OCEAN
Orange County,908,394,85063.45,20.6,1882,394,489700,-117.7031,33.5836,NEAR OCEAN
Orange County,1820,692,114776.01,23,5173,738,889200,-117.6981,33.5843,NEAR OCEAN
Orange County,1220,349,102843.84,23.6,2277,349,737700,-117.6807,33.5923,<1H OCEAN
Orange County,1583,502,146225.1,21.3,4757,507,1731600,-117.6803,33.5875,<1H OCEAN
Orange County,1033,349,154691.98,21.8,2880,364,1325000,-117.6927,33.5774,NEAR OCEAN
Orange County,892,278,111618.71,28.1,1774,278,848800,-117.6907,33.5378,NEAR OCEAN
Orange County,1427,540,122712.96,27.3,3929,563,917700,-117.6943,33.5341,NEAR OCEAN
Orange County,1652,620,107709.68,22.7,3989,676,865400,-117.7039,33.5262,NEAR OCEAN
Orange County,2098,723,127908.02,21.3,4808,739,806100,-117.6928,33.5287,NEAR OCEAN
Orange County,1634,700,139192.86,18.8,4370,700,784600,-117.6965,33.5232,NEAR OCEAN
Orange County,2157,740,125425.68,17.8,5838,779,1025300,-117.7002,33.5153,NEAR OCEAN
Orange County,1847,552,102644.93,18.2,3152,552,620600,-117.6901,33.5191,NEAR OCEAN
Orange County,1126,494,120657.89,20.5,3446,508,925500,-117.7016,33.5033,NEAR OCEAN
Orange County,2019,875,157311.43,16.3,7487,981,2000001,-117.6993,33.4981,NEAR OCEAN
Orange County,2407,1017,135238.45,18.5,6948,1045,1251600,-117.705,33.4983,NEAR OCEAN
Orange County,1906,878,142232.35,11.6,7001,1206,1604300,-117.6861,33.5677,NEAR OCEAN
Orange County,2385,731,149394.66,17.8,6372,771,1175900,-117.6827,33.5739,NEAR OCEAN
Orange County,1516,622,74027.33,19.9,2674,622,600500,-117.7054,33.5666,NEAR OCEAN
Orange County,1562,532,55836.47,19.9,2060,580,342700,-117.7032,33.5692,NEAR OCEAN
Orange County,1441,429,150425.41,18.8,3571,555,776900,-117.7052,33.5589,NEAR OCEAN
Orange County,937,321,129774.14,22.9,2611,377,690000,-117.7042,33.5545,NEAR OCEAN
Orange County,1383,573,112595.99,17.7,2528,608,438100,-117.6878,33.5566,NEAR OCEAN
Orange County,1718,637,145788.85,12.6,4981,675,981400,-117.6993,33.5622,NEAR OCEAN
Orange County,2793,1126,111847.25,17.6,6039,1174,728700,-117.6947,33.5569,NEAR OCEAN
Orange County,2460,891,131422.56,19.1,6665,989,853500,-117.6995,33.5476,NEAR OCEAN
Orange County,1295,456,156030.7,20.7,3489,501,848700,-117.6927,33.5497,NEAR OCEAN
Orange County,915,378,136269.84,20.3,2313,378,831900,-117.6822,33.5098,NEAR OCEAN
Orange County,1455,474,155569.62,18.3,4597,503,1276800,-117.687,33.4984,NEAR OCEAN
Orange County,1011,402,145783.58,19.8,2769,452,906300,-117.6861,33.5131,NEAR OCEAN
Orange County,3541,1224,121437.91,23,7902,1331,896600,-117.7041,33.4822,NEAR OCEAN
Orange County,1506,756,116170.63,19.3,5382,953,940400,-117.7067,33.4856,NEAR OCEAN
Orange County,1071,450,106711.11,19.7,3174,588,861000,-117.6956,33.4876,NEAR OCEAN
Orange County,1026,514,118608.95,22,3221,552,941100,-117.6983,33.4742,NEAR OCEAN
Orange County,1371,498,122690.76,20.6,2831,498,720800,-117.6954,33.4823,NEAR OCEAN
Orange County,2437,913,53628.15,23.6,3267,913,274500,-117.6745,33.4933,NEAR OCEAN
Orange County,598,367,79352.86,20.5,2088,416,464900,-117.6838,33.4694,NEAR OCEAN
Orange County,1142,423,121306.15,25.3,2877,444,686900,-117.6811,33.4814,NEAR OCEAN
Orange County,1799,658,91724.92,22.6,3803,658,660000,-117.6798,33.4854,NEAR OCEAN
Orange County,1420,674,61876.85,20,3978,734,383700,-117.6709,33.4894,NEAR OCEAN
Orange County,965,367,129461.85,21.4,2527,367,889400,-117.6823,33.4776,NEAR OCEAN
Orange County,1087,341,158467.74,22.9,2686,341,842300,-117.7084,33.6425,<1H OCEAN
Orange County,1604,606,130981.85,25.2,4309,638,664600,-117.6979,33.6476,<1H OCEAN
Orange County,2251,662,149493.96,24.4,5435,747,762400,-117.7042,33.6521,<1H OCEAN
Orange County,963,420,121630.95,23.6,3255,509,839700,-117.7051,33.6449,<1H OCEAN
Orange County,1323,401,111028.68,26.1,2452,443,665600,-117.7153,33.6272,<1H OCEAN
Orange County,607,488,60665.98,20.1,2707,522,79700,-117.7252,33.6425,<1H OCEAN
Orange County,1992,677,110210.49,24.9,3857,688,614000,-117.7106,33.6295,<1H OCEAN
Orange County,1252,484,118533.06,26.3,3018,484,784400,-117.7059,33.6333,<1H OCEAN
Orange County,2320,604,94453.64,26,3731,622,661300,-117.7045,33.6236,<1H OCEAN
Orange County,1577,404,93353.96,27.9,2432,404,648000,-117.7005,33.6279,<1H OCEAN
Orange County,1357,372,143293.01,27.7,2667,393,750800,-117.7104,33.6213,<1H OCEAN
Orange County,2017,678,138488.2,25.2,5062,678,784800,-117.6999,33.6378,<1H OCEAN
Orange County,2305,695,144938.85,25.4,5340,695,824100,-117.6904,33.642,<1H OCEAN
Orange County,438,195,132961.54,29.3,1252,195,751900,-117.6948,33.6305,<1H OCEAN
Orange County,2485,703,116148.65,27.5,4009,710,680200,-117.6931,33.6332,<1H OCEAN
Orange County,1605,458,143908.3,25.9,3119,458,692800,-117.6861,33.638,<1H OCEAN
Orange County,602,394,43426.4,23.8,2673,482,369100,-117.7563,33.709,INLAND
Orange County,1143,335,151902.99,23.5,2249,335,1002000,-117.7576,33.7063,INLAND
Orange County,699,215,116941.86,23.4,1531,215,854400,-117.7674,33.7074,<1H OCEAN
Orange County,1748,497,148495.98,12.9,4001,556,1240900,-117.7619,33.6994,<1H OCEAN
Orange County,2383,707,124133.66,19.2,5081,707,888500,-117.7676,33.7047,<1H OCEAN
Orange County,706,230,121847.83,22.8,1637,230,881700,-117.7624,33.7109,<1H OCEAN
Orange County,1897,641,151384.56,15.1,3646,641,737400,-117.7678,33.7537,<1H OCEAN
Orange County,1611,493,164112.58,14.9,4110,535,1038500,-117.764,33.7671,INLAND
Orange County,1480,543,129737.57,24,3827,571,896300,-117.7629,33.7204,INLAND
Orange County,1128,368,139633.15,25,2456,368,972200,-117.7599,33.7187,INLAND
Orange County,418,139,96816.55,4.4,1460,216,1511800,-117.7465,33.717,INLAND
Orange County,1167,595,81205.88,25,1950,616,366100,-117.7583,33.7149,INLAND
Orange County,1087,390,133397.44,22.9,2647,390,927800,-117.7546,33.7185,INLAND
Orange County,2282,627,161854.07,3.9,4308,721,1220300,-117.7516,33.714,INLAND
Orange County,2716,949,99312.43,21,5602,1000,652400,-117.6925,33.6565,<1H OCEAN
Orange County,1021,341,120476.54,3.5,2481,395,899900,-117.6805,33.6785,<1H OCEAN
Orange County,1027,381,140360.89,24.4,2824,381,868300,-117.6956,33.655,<1H OCEAN
Orange County,1632,595,140760.5,12,2975,595,655800,-117.6675,33.6794,<1H OCEAN
Orange County,4297,1457,128642.76,4.1,8034,1593,830300,-117.6794,33.6667,<1H OCEAN
Orange County,1244,424,167523.58,19.8,3321,454,833000,-117.6659,33.6503,<1H OCEAN
Orange County,2319,913,86081.6,19.1,3687,967,515400,-117.6682,33.658,<1H OCEAN
Orange County,1593,708,101659.6,15.4,4676,809,990900,-117.6548,33.6611,<1H OCEAN
Orange County,1641,772,73950.78,21.3,3290,787,348500,-117.6811,33.6435,<1H OCEAN
Orange County,2200,807,104934.94,21.6,4341,807,555300,-117.6723,33.6463,<1H OCEAN
Orange County,1211,402,112599.5,21.5,2900,402,834600,-117.6777,33.6442,<1H OCEAN
Orange County,1050,457,91832.6,20.1,2659,555,475300,-117.6875,33.6563,<1H OCEAN
Orange County,490,223,102006.73,22.4,1166,223,482300,-117.685,33.6563,<1H OCEAN
Orange County,2271,805,75046.58,20.7,3543,888,761400,-117.6814,33.6532,<1H OCEAN
Orange County,2353,836,99407.89,21.9,4806,836,605800,-117.6756,33.6541,<1H OCEAN
Orange County,2878,817,157230.72,15.8,6050,817,837600,-117.6527,33.6838,<1H OCEAN
Orange County,2601,928,126675.65,16.3,4983,928,641900,-117.6551,33.6787,<1H OCEAN
Orange County,1607,540,150305.56,13.8,5163,677,881200,-117.6335,33.6796,<1H OCEAN
Orange County,825,420,95642.86,20.5,1766,420,402100,-117.6242,33.6864,<1H OCEAN
Orange County,568,250,135200,20,1449,250,681100,-117.629,33.6833,<1H OCEAN
Orange County,2141,747,148042.17,17.1,5200,747,830400,-117.6289,33.6767,<1H OCEAN
Orange County,859,293,147363.48,16.8,1533,307,471000,-117.6355,33.6788,<1H OCEAN
Orange County,2586,869,139726.7,4.9,4761,958,850300,-117.743,33.708,INLAND
Orange County,2875,919,103669.75,6.6,4620,979,910600,-117.7382,33.7051,INLAND
Orange County,600,194,153092.78,3.8,1536,235,1525500,-117.7408,33.7123,<1H OCEAN
Orange County,2121,934,72109.21,9,3253,934,696400,-117.735,33.7013,<1H OCEAN
Orange County,1293,494,176366.4,15.8,3338,494,790200,-117.6672,33.6873,<1H OCEAN
Orange County,2238,576,163619.79,3.9,5058,732,1172300,-117.7281,33.6975,<1H OCEAN
Orange County,2030,611,162393.62,15.7,4973,611,894800,-117.6574,33.6928,<1H OCEAN
Orange County,436,148,126621.62,4,1133,186,639400,-117.7314,33.7001,<1H OCEAN
Orange County,682,176,174147.73,4.8,1460,255,1100800,-117.7252,33.701,<1H OCEAN
Orange County,3250,1195,114864.02,7.5,5501,1291,723400,-117.7203,33.6939,<1H OCEAN
Orange County,678,191,152892.67,6.7,2092,278,1122600,-117.7098,33.6977,<1H OCEAN
Orange County,985,288,151493.06,4.2,1758,288,856200,-117.7151,33.7005,<1H OCEAN
Orange County,3529,1211,147743.6,13.7,7536,1360,866100,-117.6942,33.7241,<1H OCEAN
Orange County,2776,1076,128378.25,12.1,5396,1177,810100,-117.7508,33.7021,<1H OCEAN
Orange County,1363,490,158244.9,9.6,3376,582,879400,-117.7529,33.6972,<1H OCEAN
Orange County,2855,850,125047.06,9.1,4012,850,1081000,-117.7504,33.6924,<1H OCEAN
Orange County,1499,696,139216.95,10.5,3159,797,603200,-117.7459,33.6971,<1H OCEAN
Orange County,1972,756,100899.47,9.6,3434,756,668200,-117.7427,33.6925,<1H OCEAN
Orange County,718,297,87668.35,17.6,1711,388,418300,-117.7707,33.6991,<1H OCEAN
Orange County,697,236,135317.8,7.9,1738,327,1043400,-117.7554,33.6902,<1H OCEAN
Orange County,2176,676,135872.78,5.6,3285,691,787400,-117.7608,33.6836,<1H OCEAN
Orange County,1552,441,129631.52,3.9,2726,506,1127200,-117.7569,33.686,<1H OCEAN
Orange County,2727,840,169148.81,12.5,7138,1099,865000,-117.7767,33.7352,<1H OCEAN
Orange County,1080,339,145907.08,15,2195,339,890500,-117.7718,33.7405,INLAND
Orange County,1466,416,138918.27,11.9,2464,521,746000,-117.7823,33.7307,<1H OCEAN
Orange County,1205,370,115851.35,10.5,2266,370,661200,-117.767,33.7366,INLAND
Orange County,1050,308,125275.97,10.5,2240,308,1080200,-117.7659,33.7302,<1H OCEAN
Orange County,708,235,163457.45,15.9,2080,235,1363400,-117.7641,33.7249,INLAND
Orange County,500,218,153096.33,12.3,998,218,806700,-117.7604,33.7297,<1H OCEAN
Orange County,1096,391,139418.16,13.4,2157,391,794400,-117.7558,33.7293,<1H OCEAN
Orange County,766,272,132536.76,16.6,1876,272,1112800,-117.7576,33.7249,INLAND
Orange County,1810,567,153267.2,15.5,4278,567,1486400,-117.7493,33.7241,<1H OCEAN
Orange County,634,197,74327.41,3.5,1244,212,1087500,-117.7566,33.7347,<1H OCEAN
Orange County,1006,379,101945.91,3.5,2797,471,912000,-117.7499,33.7322,INLAND
Orange County,1406,334,167275.45,3.5,3551,393,1917800,-117.7611,33.7419,INLAND
Orange County,387,109,135481.65,3.5,1580,186,2000001,-117.7088,33.6826,<1H OCEAN
Orange County,824,86,170639.53,5.9,515,86,1323800,-117.7041,33.68,<1H OCEAN
Orange County,2737,1063,116592.19,4.4,4838,1154,781300,-117.7131,33.6873,<1H OCEAN
Orange County,893,309,156059.87,9.2,2822,393,1254300,-117.7352,33.6825,<1H OCEAN
Orange County,718,217,157384.79,9.1,1479,229,1237800,-117.7307,33.6905,<1H OCEAN
Orange County,831,357,76393.56,6.5,2221,357,1264600,-117.7392,33.6822,<1H OCEAN
Orange County,840,285,138184.21,3.5,2107,344,890600,-117.7361,33.6886,<1H OCEAN
Orange County,1320,330,151378.79,3.5,4021,660,918700,-117.729,33.6691,<1H OCEAN
Orange County,1315,450,120777.78,29.4,2957,450,647200,-117.8192,33.7222,<1H OCEAN
Orange County,1085,375,133366.67,29.6,2567,375,764200,-117.8203,33.7238,<1H OCEAN
Orange County,2142,694,96426.51,24.4,3848,705,513200,-117.8076,33.7214,INLAND
Orange County,1170,387,115678.29,25.9,2760,387,792500,-117.8106,33.7144,<1H OCEAN
Orange County,669,237,123301.69,24.3,1241,237,508000,-117.775,33.6971,<1H OCEAN
Orange County,609,200,85275,25.4,1084,229,437500,-117.7738,33.6928,<1H OCEAN
Orange County,988,321,113559.19,27.2,2097,321,880900,-117.7768,33.6919,<1H OCEAN
Orange County,646,365,39568.49,20.2,1812,394,151600,-117.7732,33.689,<1H OCEAN
Orange County,816,234,112094.02,26.5,1360,234,676100,-117.7793,33.6946,<1H OCEAN
Orange County,1607,597,113630.65,27.1,3930,597,886600,-117.7804,33.685,<1H OCEAN
Orange County,999,277,135767.15,25.6,1962,277,878400,-117.7835,33.6877,<1H OCEAN
Orange County,1373,628,116982.48,23.9,3726,628,712300,-117.7989,33.6892,<1H OCEAN
Orange County,955,266,154530.08,24.6,1760,266,885600,-117.7931,33.6876,<1H OCEAN
Orange County,1176,423,130384.16,24.5,2239,423,843400,-117.7964,33.6851,<1H OCEAN
Orange County,1051,411,125857.66,23.5,1709,411,728400,-117.805,33.6852,<1H OCEAN
Orange County,1061,321,124836.45,27.1,2312,368,1008000,-117.7997,33.6827,<1H OCEAN
Orange County,816,299,102617.06,25.5,1926,299,715600,-117.8042,33.6806,<1H OCEAN
Orange County,1000,264,128996.21,23.6,1465,264,730400,-117.7863,33.6832,<1H OCEAN
Orange County,1078,271,102924.35,21.9,1758,314,746700,-117.7833,33.6797,<1H OCEAN
