Discipline,HPSA ID,HPSA Name,Designation Type,Primary State Name,County Name,HPSA FTE Short,HPSA Score,PC MCTA Score,Status,Rural Status,Designation Date,Update Date
,Albuquerque Indian Dental Clinic,9169 Coors Blvd NW,Albuquerque,NM,87120-3101,Bernalillo,Non-Rural,,,,,
Dental Health,6354675578,Albuquerque Indian Dental Clinic,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,20,NA,Designated,Non-Rural,08/18/2019,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Albuquerque Indian Dental Clinic,9169 Coors Blvd NW,Albuquerque,NM,87120-3101,Bernalillo,Non-Rural,,,,,
Primary Care,1356634806,CARRIZOZO HEALTH CENTER,Rural Health Clinic,New Mexico,"Lincoln County, NM",,19,18,Designated,Rural,12/22/2020,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,CARRIZOZO HEALTH CENTER,710 E Ave,Carrizozo,NM,88301-8154,Lincoln,Rural,,,,,
Mental Health,7356605664,CARRIZOZO HEALTH CENTER,Rural Health Clinic,New Mexico,"Lincoln County, NM",,17,NA,Designated,Rural,12/22/2020,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,CARRIZOZO HEALTH CENTER,710 E Ave,Carrizozo,NM,88301-8154,Lincoln,Rural,,,,,
Dental Health,6351877588,CARRIZOZO HEALTH CENTER,Rural Health Clinic,New Mexico,"Lincoln County, NM",,17,NA,Designated,Rural,12/22/2020,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,CARRIZOZO HEALTH CENTER,710 E Ave,Carrizozo,NM,88301-8154,Lincoln,Rural,,,,,
Primary Care,1359993561,Crownpoint Healthcare Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"McKinley County, NM",,20,22,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Crownpoint Healthcare Facility,State Highway 371 & E Route 9,Crownpoint,NM,87313-0227,McKinley,Rural,,,,,
Mental Health,7359993525,Crownpoint Healthcare Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"McKinley County, NM",,21,NA,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Crownpoint Healthcare Facility,State Highway 371 & E Route 9,Crownpoint,NM,87313-0227,McKinley,Rural,,,,,
Dental Health,6359993533,Crownpoint Healthcare Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"McKinley County, NM",,24,NA,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Crownpoint Healthcare Facility,State Highway 371 & E Route 9,Crownpoint,NM,87313-0227,McKinley,Rural,,,,,
Primary Care,1353607985,FAMILY HEALTH CENTER OF LEA COUNTY,Rural Health Clinic,New Mexico,"Lea County, NM",,17,17,Designated,Rural,02/11/2020,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,FAMILY HEALTH CENTER OF LEA COUNTY,515 E Main St,Hobbs,NM,88240-8119,Lea,Rural,,,,,
Mental Health,7351436371,FAMILY HEALTH CENTER OF LEA COUNTY,Rural Health Clinic,New Mexico,"Lea County, NM",,17,NA,Designated,Rural,02/11/2020,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,FAMILY HEALTH CENTER OF LEA COUNTY,515 E Main St,Hobbs,NM,88240-8119,Lea,Rural,,,,,
Dental Health,6351205441,FAMILY HEALTH CENTER OF LEA COUNTY,Rural Health Clinic,New Mexico,"Lea County, NM",,17,NA,Designated,Rural,02/11/2020,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,FAMILY HEALTH CENTER OF LEA COUNTY,515 E Main St,Hobbs,NM,88240-8119,Lea,Rural,,,,,
Primary Care,1359993562,GALLUP INDIAN MEDICAL CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"McKinley County, NM",,20,22,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,GALLUP INDIAN MEDICAL CENTER,516 E Nizhoni Blvd,Gallup,NM,87301-5748,McKinley,Rural,,,,,
Mental Health,7359993526,GALLUP INDIAN MEDICAL CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"McKinley County, NM",,22,NA,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,GALLUP INDIAN MEDICAL CENTER,516 E Nizhoni Blvd,Gallup,NM,87301-5748,McKinley,Rural,,,,,
Dental Health,6359993534,GALLUP INDIAN MEDICAL CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"McKinley County, NM",,24,NA,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,GALLUP INDIAN MEDICAL CENTER,516 E Nizhoni Blvd,Gallup,NM,87301-5748,McKinley,Rural,,,,,
Primary Care,13599935C2,JEMEZ HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,20,14,Designated,Rural,02/26/2010,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,JEMEZ HEALTH CENTER,110 Sheep Springs Rd,Jemez Pueblo,NM,87024-0731,Sandoval,Rural,,,,,
Mental Health,7359993551,JEMEZ HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,21,NA,Designated,Rural,02/26/2010,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,JEMEZ HEALTH CENTER,110 Sheep Springs Rd,Jemez Pueblo,NM,87024-0731,Sandoval,Rural,,,,,
Dental Health,6359993559,JEMEZ HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,22,NA,Designated,Rural,02/26/2010,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,JEMEZ HEALTH CENTER,110 Sheep Springs Rd,Jemez Pueblo,NM,87024-0731,Sandoval,Rural,,,,,
Primary Care,1355403217,Laguna Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Cibola County, NM",,21,21,Designated,Rural,12/28/2021,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Laguna Health Center,80B Veterans Blvd,Cubero,NM,87014-0454,Cibola,Rural,,,,,
Mental Health,7355244225,Laguna Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Cibola County, NM",,19,NA,Designated,Rural,12/28/2021,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Laguna Health Center,80B Veterans Blvd,Cubero,NM,87014-0454,Cibola,Rural,,,,,
Dental Health,6352784008,Laguna Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Cibola County, NM",,21,NA,Designated,Rural,12/28/2021,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Laguna Health Center,80B Veterans Blvd,Cubero,NM,87014-0454,Cibola,Rural,,,,,
Primary Care,1355015029,First Nations Community Healthsource - Truman,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,19,16,Designated,Non-Rural,12/28/2021,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,First Nations Community Healthsource - Truman,625 Truman St NE,Albuquerque,NM,87110-6443,Bernalillo,Non-Rural,,,,,
Mental Health,7352646218,First Nations Community Healthsource - Truman,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,16,NA,Designated,Non-Rural,12/28/2021,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,First Nations Community Healthsource - Truman,625 Truman St NE,Albuquerque,NM,87110-6443,Bernalillo,Non-Rural,,,,,
Dental Health,6355555595,First Nations Community Healthsource - Truman,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,19,NA,Designated,Non-Rural,12/28/2021,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,First Nations Community Healthsource - Truman,625 Truman St NE,Albuquerque,NM,87110-6443,Bernalillo,Non-Rural,,,,,
Primary Care,1357457590,Picuris Health Location,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Taos County, NM",,22,14,Designated,Rural,09/18/2020,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Picuris Health Location,1090 Goat Springs Rd,Taos,NM,87571,Taos,Rural,,,,,
Mental Health,7354548521,Picuris Health Location,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Taos County, NM",,14,NA,Designated,Rural,09/18/2020,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Picuris Health Location,1090 Goat Springs Rd,Taos,NM,87571,Taos,Rural,,,,,
Dental Health,6354134457,Picuris Health Location,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Taos County, NM",,21,NA,Designated,Rural,09/18/2020,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Picuris Health Location,1090 Goat Springs Rd,Taos,NM,87571,Taos,Rural,,,,,
Primary Care,1359993585,SANDIA HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,19,16,Designated,Non-Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,SANDIA HEALTH CENTER,203 Sandia Day School Rd,Bernalillo,NM,87004-9015,Sandoval,Non-Rural,,,,,
Mental Health,7359993502,SANDIA HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,18,NA,Designated,Non-Rural,10/26/2012,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,SANDIA HEALTH CENTER,203 Sandia Day School Rd,Bernalillo,NM,87004-9015,Sandoval,Non-Rural,,,,,
Dental Health,635999350B,SANDIA HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,20,NA,Designated,Non-Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,SANDIA HEALTH CENTER,203 Sandia Day School Rd,Bernalillo,NM,87004-9015,Sandoval,Non-Rural,,,,,
Primary Care,13599935A1,Santa Fe Indian Hospital,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Santa Fe County, NM",,21,14,Designated,Non-Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Santa Fe Indian Hospital,1700 Cerrillos Rd,Santa Fe,NM,87505-3026,Santa Fe,Non-Rural,,,,,
Mental Health,7355226190,Santa Fe Indian Hospital,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Santa Fe County, NM",,18,NA,Designated,Non-Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Santa Fe Indian Hospital,1700 Cerrillos Rd,Santa Fe,NM,87505-3026,Santa Fe,Non-Rural,,,,,
Dental Health,6355367344,Santa Fe Indian Hospital,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Santa Fe County, NM",,20,NA,Designated,Non-Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Santa Fe Indian Hospital,1700 Cerrillos Rd,Santa Fe,NM,87505-3026,Santa Fe,Non-Rural,,,,,
Primary Care,13599935B6,TOHATCHI HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"McKinley County, NM",,20,22,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,TOHATCHI HEALTH CENTER,Choos Gai Dr,Tohatchi,NM,87325,McKinley,Rural,,,,,
Mental Health,7356485310,TOHATCHI HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"McKinley County, NM",,21,NA,Designated,Rural,08/18/2019,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,TOHATCHI HEALTH CENTER,Choos Gai Dr,Tohatchi,NM,87325,McKinley,Rural,,,,,
Dental Health,635999355K,TOHATCHI HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"McKinley County, NM",,22,NA,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,TOHATCHI HEALTH CENTER,Choos Gai Dr,Tohatchi,NM,87325,McKinley,Rural,,,,,
Primary Care,1351477673,RGH CLINIC - PORTALES,Rural Health Clinic,New Mexico,"Roosevelt County, NM",,18,19,Designated,Rural,03/29/2023,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,RGH CLINIC - PORTALES,42121 US Highway 70,Portales,NM,88130-9054,Roosevelt,Rural,,,,,
Mental Health,7352528849,RGH CLINIC - PORTALES,Rural Health Clinic,New Mexico,"Roosevelt County, NM",,17,NA,Designated,Rural,03/29/2023,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,RGH CLINIC - PORTALES,42121 US Highway 70,Portales,NM,88130-9054,Roosevelt,Rural,,,,,
Dental Health,6353848945,RGH CLINIC - PORTALES,Rural Health Clinic,New Mexico,"Roosevelt County, NM",,17,NA,Designated,Rural,03/29/2023,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,RGH CLINIC - PORTALES,42121 US Highway 70,Portales,NM,88130-9054,Roosevelt,Rural,,,,,
Primary Care,1359993592,Alamo Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Socorro County, NM",,19,19,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Alamo Health Center,30 Miles North of HWY 60 on HWY 169,Magdalena,NM,87825,Socorro,Rural,,,,,
Mental Health,7359993559,Alamo Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Socorro County, NM",,19,NA,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Alamo Health Center,30 Miles North of HWY 60 on HWY 169,Magdalena,NM,87825,Socorro,Rural,,,,,
Dental Health,635999355I,Alamo Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Socorro County, NM",,22,NA,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Alamo Health Center,30 Miles North of HWY 60 on HWY 169,Magdalena,NM,87825,Socorro,Rural,,,,,
Primary Care,1359993552,"BEN ARCHER HEALTH CENTER, INC.",Federally Qualified Health Center,New Mexico,"Dona Ana County, NM",,21,18,Designated,Rural,05/08/2003,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Ben Archer Health Center - Columbus,160 W New Orleans Ave,Columbus,NM,88029-9790,Luna,Rural,,,,,
,Ben Archer Health Center - Deming,125 Chaparral Rd SW,Deming,NM,88030,Luna,Rural,,,,,
,Ben Archer Health Center - Dona Ana,1600 Thorpe Rd,Las Cruces,NM,88012-9776,Dona Ana,Non-Rural,,,,,
,Ben Archer Health Center - East Las Cruces,3331 Del Rey Blvd,Las Cruces,NM,88012-7713,Dona Ana,Non-Rural,,,,,
,Ben Archer Health Center - Hatch,255 Highway 187,Hatch,NM,87937-7001,Dona Ana,Rural,,,,,
,Ben Archer Health Center - Radium Springs,12080 L B Lindbeck Rd,Las Cruces,NM,88007-7531,Dona Ana,Non-Rural,,,,,
,Ben Archer Health Center - T or C School-Aged Health Center,1950 N Date St,Truth Or Consequences,NM,87901-3701,Sierra,Rural,,,,,
,Ben Archer Health Center - Truth or Consequences,1960 N Date St,Truth Or Consequences,NM,87901-3701,Sierra,Rural,,,,,
,Ben Archer Health Center Mayfield School Base,1990 Bruins Ln,Las Cruces,NM,88007-8158,Dona Ana,Non-Rural,,,,,
,Ben Archer Health Center of Las Cruces,1998 N Motel Blvd,Las Cruces,NM,88007-4100,Dona Ana,Non-Rural,,,,,
,Ben Archer Health Center- Alamogordo,2150 Highway 54 S,Alamogordo,NM,88310-7330,Otero,Rural,,,,,
,Deming High School Based Health Center,1300 S Iron St,Deming,NM,88030-5040,Luna,Rural,,,,,
Mental Health,7359993519,"BEN ARCHER HEALTH CENTER, INC.",Federally Qualified Health Center,New Mexico,"Dona Ana County, NM",,22,NA,Designated,Rural,05/14/2003,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Ben Archer Health Center - Columbus,160 W New Orleans Ave,Columbus,NM,88029-9790,Luna,Rural,,,,,
,Ben Archer Health Center - Deming,125 Chaparral Rd SW,Deming,NM,88030,Luna,Rural,,,,,
,Ben Archer Health Center - Dona Ana,1600 Thorpe Rd,Las Cruces,NM,88012-9776,Dona Ana,Non-Rural,,,,,
,Ben Archer Health Center - East Las Cruces,3331 Del Rey Blvd,Las Cruces,NM,88012-7713,Dona Ana,Non-Rural,,,,,
,Ben Archer Health Center - Hatch,255 Highway 187,Hatch,NM,87937-7001,Dona Ana,Rural,,,,,
,Ben Archer Health Center - Radium Springs,12080 L B Lindbeck Rd,Las Cruces,NM,88007-7531,Dona Ana,Non-Rural,,,,,
,Ben Archer Health Center - T or C School-Aged Health Center,1950 N Date St,Truth Or Consequences,NM,87901-3701,Sierra,Rural,,,,,
,Ben Archer Health Center - Truth or Consequences,1960 N Date St,Truth Or Consequences,NM,87901-3701,Sierra,Rural,,,,,
,Ben Archer Health Center Mayfield School Base,1990 Bruins Ln,Las Cruces,NM,88007-8158,Dona Ana,Non-Rural,,,,,
,Ben Archer Health Center of Las Cruces,1998 N Motel Blvd,Las Cruces,NM,88007-4100,Dona Ana,Non-Rural,,,,,
,Ben Archer Health Center- Alamogordo,2150 Highway 54 S,Alamogordo,NM,88310-7330,Otero,Rural,,,,,
,Deming High School Based Health Center,1300 S Iron St,Deming,NM,88030-5040,Luna,Rural,,,,,
Dental Health,6359993525,"BEN ARCHER HEALTH CENTER, INC.",Federally Qualified Health Center,New Mexico,"Dona Ana County, NM",,25,NA,Designated,Rural,05/14/2003,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Ben Archer Health Center - Columbus,160 W New Orleans Ave,Columbus,NM,88029-9790,Luna,Rural,,,,,
,Ben Archer Health Center - Deming,125 Chaparral Rd SW,Deming,NM,88030,Luna,Rural,,,,,
,Ben Archer Health Center - Dona Ana,1600 Thorpe Rd,Las Cruces,NM,88012-9776,Dona Ana,Non-Rural,,,,,
,Ben Archer Health Center - East Las Cruces,3331 Del Rey Blvd,Las Cruces,NM,88012-7713,Dona Ana,Non-Rural,,,,,
,Ben Archer Health Center - Hatch,255 Highway 187,Hatch,NM,87937-7001,Dona Ana,Rural,,,,,
,Ben Archer Health Center - Radium Springs,12080 L B Lindbeck Rd,Las Cruces,NM,88007-7531,Dona Ana,Non-Rural,,,,,
,Ben Archer Health Center - T or C School-Aged Health Center,1950 N Date St,Truth Or Consequences,NM,87901-3701,Sierra,Rural,,,,,
,Ben Archer Health Center - Truth or Consequences,1960 N Date St,Truth Or Consequences,NM,87901-3701,Sierra,Rural,,,,,
,Ben Archer Health Center Mayfield School Base,1990 Bruins Ln,Las Cruces,NM,88007-8158,Dona Ana,Non-Rural,,,,,
,Ben Archer Health Center of Las Cruces,1998 N Motel Blvd,Las Cruces,NM,88007-4100,Dona Ana,Non-Rural,,,,,
,Ben Archer Health Center- Alamogordo,2150 Highway 54 S,Alamogordo,NM,88310-7330,Otero,Rural,,,,,
,Deming High School Based Health Center,1300 S Iron St,Deming,NM,88030-5040,Luna,Rural,,,,,
Primary Care,1352699221,COCHITI DENTAL CLINIC,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,20,13,Designated,Rural,08/18/2019,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,COCHITI DENTAL CLINIC,270 Windmill Rd,Cochiti Pueblo,NM,87072,Sandoval,Rural,,,,,
Mental Health,7351213059,COCHITI DENTAL CLINIC,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,19,NA,Designated,Rural,08/18/2019,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,COCHITI DENTAL CLINIC,270 Windmill Rd,Cochiti Pueblo,NM,87072,Sandoval,Rural,,,,,
Dental Health,6358265266,COCHITI DENTAL CLINIC,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,19,NA,Designated,Rural,08/18/2019,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,COCHITI DENTAL CLINIC,270 Windmill Rd,Cochiti Pueblo,NM,87072,Sandoval,Rural,,,,,
Primary Care,13599935B7,DZILTH NA O DITH LE HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"San Juan County, NM",,19,20,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,DZILTH NA O DITH LE HEALTH CENTER,6 Road 7586,Bloomfield,NM,87413-4934,San Juan,Rural,,,,,
Mental Health,7359993504,DZILTH NA O DITH LE HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"San Juan County, NM",,21,NA,Designated,Rural,10/22/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,DZILTH NA O DITH LE HEALTH CENTER,6 Road 7586,Bloomfield,NM,87413-4934,San Juan,Rural,,,,,
Dental Health,6359993551,DZILTH NA O DITH LE HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"San Juan County, NM",,22,NA,Designated,Rural,09/30/2005,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,DZILTH NA O DITH LE HEALTH CENTER,6 Road 7586,Bloomfield,NM,87413-4934,San Juan,Rural,,,,,
Primary Care,13599935B1,First Nations Community Health Source Inc,Federally Qualified Health Center,New Mexico,"Bernalillo County, NM",,22,20,Designated,Non-Rural,10/31/2006,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,All Nations Wellness Center,6416 Zuni Rd SE,Albuquerque,NM,87108-3060,Bernalillo,Non-Rural,,,,,
,Emerson Elementary School,620 Georgia St SE,Albuquerque,NM,87108-3806,Bernalillo,Non-Rural,,,,,
,First Nations Community HealthSource,5608 Zuni Rd SE,Albuquerque,NM,87108-2926,Bernalillo,Non-Rural,,,,,
,First Nations Community HealthSource Inc Central Avenue Health Center,7317 Central Ave NE,Albuquerque,NM,87108-2015,Bernalillo,Non-Rural,,,,,
,FNCH Integrated Care Mobile Medical Van,5608 Zuni Rd SE,Albuquerque,NM,87108-2926,Bernalillo,Non-Rural,,,,,
,FNCH Mobile Medical Clinic Sprinter,5608 Zuni Rd SE,Albuquerque,NM,87108-2926,Bernalillo,Non-Rural,,,,,
,FNCH Outpatient Services,634 Manzano St NE,Albuquerque,NM,87110-6302,Bernalillo,Non-Rural,,,,,
,FNCH Vision Clinic,505 Madeira Dr SE,Albuquerque,NM,87108-3611,Bernalillo,Non-Rural,,,,,
,FNCH-Truman Health Center,625 Truman St NE,Albuquerque,NM,87110-6443,Bernalillo,Non-Rural,,,,,
,Grant Middle School,1111 Easterday Dr NE,Albuquerque,NM,87112-5115,Bernalillo,Non-Rural,,,,,
,Native American Community Academy High School,940 University Blvd SE,Albuquerque,NM,87106-4347,Bernalillo,Non-Rural,,,,,
,Native American Community Academy School Based Health Center,1000 Indian School Rd NW,Albuquerque,NM,87104-2304,Bernalillo,Non-Rural,,,,,
,New Futures High School,5400 Cutler Ave NE,Albuquerque,NM,87110-4073,Bernalillo,Non-Rural,,,,,
,Wilson Middle School,1138 Cardenas Dr SE,Albuquerque,NM,87108-4809,Bernalillo,Non-Rural,,,,,
Mental Health,7359993544,First Nations Community Health Source Inc,Federally Qualified Health Center,New Mexico,"Bernalillo County, NM",,18,NA,Designated,Non-Rural,10/31/2006,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,All Nations Wellness Center,6416 Zuni Rd SE,Albuquerque,NM,87108-3060,Bernalillo,Non-Rural,,,,,
,Emerson Elementary School,620 Georgia St SE,Albuquerque,NM,87108-3806,Bernalillo,Non-Rural,,,,,
,First Nations Community HealthSource,5608 Zuni Rd SE,Albuquerque,NM,87108-2926,Bernalillo,Non-Rural,,,,,
,First Nations Community HealthSource Inc Central Avenue Health Center,7317 Central Ave NE,Albuquerque,NM,87108-2015,Bernalillo,Non-Rural,,,,,
,FNCH Integrated Care Mobile Medical Van,5608 Zuni Rd SE,Albuquerque,NM,87108-2926,Bernalillo,Non-Rural,,,,,
,FNCH Mobile Medical Clinic Sprinter,5608 Zuni Rd SE,Albuquerque,NM,87108-2926,Bernalillo,Non-Rural,,,,,
,FNCH Outpatient Services,634 Manzano St NE,Albuquerque,NM,87110-6302,Bernalillo,Non-Rural,,,,,
,FNCH Vision Clinic,505 Madeira Dr SE,Albuquerque,NM,87108-3611,Bernalillo,Non-Rural,,,,,
,FNCH-Truman Health Center,625 Truman St NE,Albuquerque,NM,87110-6443,Bernalillo,Non-Rural,,,,,
,Grant Middle School,1111 Easterday Dr NE,Albuquerque,NM,87112-5115,Bernalillo,Non-Rural,,,,,
,Native American Community Academy High School,940 University Blvd SE,Albuquerque,NM,87106-4347,Bernalillo,Non-Rural,,,,,
,Native American Community Academy School Based Health Center,1000 Indian School Rd NW,Albuquerque,NM,87104-2304,Bernalillo,Non-Rural,,,,,
,New Futures High School,5400 Cutler Ave NE,Albuquerque,NM,87110-4073,Bernalillo,Non-Rural,,,,,
,Wilson Middle School,1138 Cardenas Dr SE,Albuquerque,NM,87108-4809,Bernalillo,Non-Rural,,,,,
Dental Health,6359993554,First Nations Community Health Source Inc,Federally Qualified Health Center,New Mexico,"Bernalillo County, NM",,25,NA,Designated,Non-Rural,10/31/2006,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,All Nations Wellness Center,6416 Zuni Rd SE,Albuquerque,NM,87108-3060,Bernalillo,Non-Rural,,,,,
